PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,PitchLocationConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,PitchMovementConfidence
152,2023-01-17,17:25:42.71,1,3,"Arias, Fernando",,Right,WOR_PR1,"Hilario, Cristopher",,Right,WOR_PR1,Undefined,8,Top,0,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.89446,4.361279,1.132712,2227.309013,36.990401,7:15,6.07692,1.01123,5.59566,-50.91448,-2.94496,-3.33551,5.91459,1.79096,70.12579,-4.970636,0.538497,0.498487,,,,,,,,,,,,1.96945,-2.09264,-1.10625,50,6.41914,-2.06937,-111.35558,6.80483,2.47599,19.76303,-34.80489,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,7fae6e80-96ad-11ed-a773-df94705731b4,75.61365,,,6.76867,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:25:42.71,2023-01-17T17:25:42.7188904-04:00,2023-01-17T21:25:42.7188904Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.90151,-112.22212,9.88152,6.08732,8.33089,-17.40244,-1.01313,-2.17793,1.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
153,2023-01-17,17:26:18.93,1,4,"Arias, Fernando",,Right,WOR_PR1,"Hilario, Cristopher",,Right,WOR_PR1,Undefined,8,Top,0,1,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.40777,3.453223,0.035158,2399.393823,88.66165,9:00,5.93721,0.86331,5.8096,-46.12105,1.51681,-8.41193,5.30886,0.19501,69.56638,-5.105591,-1.470703,0.496761,,,,,,,,,,,,4.22012,0.26835,-0.86154,50,6.19415,0.26369,-112.04953,5.2998,5.27791,23.31859,-31.83842,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,95421d00-96ad-11ed-a773-df94705731b4,75.87641,,,7.84139,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:26:18.93,2023-01-17T17:26:18.9360808-04:00,2023-01-17T21:26:18.9360808Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.68385,-113.02008,11.65929,5.94599,6.62495,-15.91921,-0.86794,0.04402,2.63895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
154,2023-01-17,17:26:39.40,1,5,"Arias, Fernando",,Right,WOR_PR1,"Hilario, Cristopher",,Right,WOR_PR1,Undefined,8,Top,0,2,2,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,90.97643,-2.348443,-2.219951,2068.299464,220.794914,1:15,6.09768,0.55772,5.37505,-17.64139,17.27643,13.81768,2.42304,-0.37303,82.12695,-5.683238,0.235178,0.4253,63.33619,61.599145,59.973846,6038.372007,,,,,49.96016,,,-7.63792,9.77812,-0.36901,50,5.87518,4.46632,-131.70525,-5.98264,-13.2432,31.33596,-15.21996,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,a17fa880-96ad-11ed-a773-df94705731b4,88.62559,83.32039,,8.84947,,,,0.26537,2.55632,0.28821,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:26:39.40,2023-01-17T17:26:39.4088616-04:00,2023-01-17T21:26:39.4088616Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.12117,-132.91812,15.66798,6.09534,-5.39355,-7.60998,-0.55179,4.9789,-6.6216,199.81395,0.26537,22.10912,-13.32305,4.30589,-1.08241,0.25944,-0.06346,0.01255,-0.00127,2.55632,81.71248,-21.45112,1.6166,-0.11824,-0.02328,0.00802,-0.00077,0.0001,0.28821,38.25381,-7.24279,1.92131,-0.41223,0.08932,-0.02251,0.00485,-0.00054,,,,,,,,,,,,,,,,,,,,,,,High,High,Low,,High,,,High
155,2023-01-17,17:27:04.27,1,6,"Arias, Fernando",,Right,WOR_PR1,"Hilario, Cristopher",,Right,WOR_PR1,Undefined,8,Top,0,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,89.44089,-0.554586,-1.150222,1980.460925,218.094139,1:15,6.1292,0.80405,5.81712,-20.72332,14.42048,10.39902,3.8865,0.60105,81.3809,-4.461474,0.713736,0.426674,,,,,,,,,,,,-5.57772,7.85233,-0.71577,50,6.07156,2.14565,-129.8239,-1.91321,-9.48254,28.15855,-18.82445,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,b0431b90-96ad-11ed-a773-df94705731b4,88.34021,,,8.05998,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:27:04.27,2023-01-17T17:27:04.2742440-04:00,2023-01-17T21:27:04.2742440Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.67778,-130.83457,14.07928,6.1281,-1.23756,-9.41222,-0.79889,2.486,-4.74127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
156,2023-01-17,17:27:29.68,2,1,"Arias, Fernando",,Right,WOR_PR1,"Jimenez, Carlos",,Left,WOR_PR1,Undefined,8,Top,1,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,90.15592,-3.250923,-1.670817,2071.98273,208.944717,1:00,6.02304,0.78385,5.9485,-15.08961,19.3647,10.07918,1.74588,0.07369,82.30554,-6.13354,0.139841,0.422467,91.22669,6.938116,-3.585497,1460.448011,109.32557,5.19361,-12.16146,151.08236,149.42954,-7.414393,1.301983,-5.67008,11.22382,-0.65666,50,5.75568,3.39136,-130.73362,-7.85077,-9.78751,28.23013,-12.79983,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,bf73a850-96ad-11ed-a773-df94705731b4,89.21974,6.50367,,7.85038,,,,1.44508,1.78153,-0.05902,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:27:29.68,2023-01-17T17:27:29.6827048-04:00,2023-01-17T21:27:29.6827048Z,GroundBall,v3,,,,", ccc",,Undefined,WOR_PR1,54.54961,-131.71238,14.11507,6.02018,-7.40699,-6.39991,-0.78012,3.73071,-4.89376,116.970015,1.44508,132.5593,-17.61235,3.20382,-0.60699,0.09485,-0.00632,-0.00276,0.00078,1.78153,16.16211,-14.15003,0.58167,-0.07798,0.05981,-0.04444,0.0196,-0.00354,-0.05902,-8.30557,-6.9209,1.87654,-0.42696,0.02466,0.0464,-0.02613,0.005,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,High,,,High
157,2023-01-17,17:28:02.78,3,1,"Arias, Fernando",,Right,WOR_PR1,"Ayena, Erickson",,Right,WOR_PR1,Undefined,8,Top,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.71889,0.217037,-1.445499,2252.892541,12.309564,6:30,5.93802,0.76395,5.91754,-51.97282,-3.98303,-1.23284,1.80843,-0.68052,69.90711,-9.341838,-1.667349,0.498593,,,,,,,,,,,,0.16606,-1.54126,-0.64749,50,5.92655,2.85518,-111.33347,-1.20764,0.20547,22.62527,-34.08117,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,d321a6e0-96ad-11ed-a773-df94705731b4,75.59767,,,6.81178,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:28:02.78,2023-01-17T17:28:02.7836072-04:00,2023-01-17T21:28:02.7836072Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.57957,-112.26027,11.31263,5.94743,0.18844,-17.04059,-0.76428,2.84677,0.10273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
158,2023-01-17,17:28:19.70,3,2,"Arias, Fernando",,Right,WOR_PR1,"Ayena, Erickson",,Right,WOR_PR1,Undefined,8,Top,1,0,1,Fastball,Sinker,InPlay,Undefined,LineDrive,Out,1,0,,89.81665,-1.301374,-2.124224,2054.221939,227.632703,1:30,6.13154,0.67505,5.55629,-21.88895,13.25422,13.28489,3.09051,-0.2035,81.9878,-5.385437,0.244661,0.42667,79.72495,20.42241,16.945833,3407.807849,103.03003,29.13323,38.53246,230.39681,224.06507,25.087263,2.877421,-7.35603,7.41398,-0.50063,50,6.00478,4.25252,-130.32159,-3.71102,-12.62742,27.85825,-19.44712,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,dd3c0440-96ad-11ed-a773-df94705731b4,88.34102,29.66613,,7.82885,,,,1.03131,3.09186,0.22448,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:28:19.70,2023-01-17T17:28:19.7050536-04:00,2023-01-17T21:28:19.7050536Z,LineDrive,v3,,,,", ccc",,Undefined,WOR_PR1,54.94227,-131.37383,13.92913,6.13108,-2.97648,-9.72356,-0.67026,4.72947,-6.31371,229.077101,1.03139,104.819,-17.64735,3.45762,-0.696,0.15542,-0.03908,0.00721,-0.00059,3.09168,40.80746,-17.15925,1.44729,-0.25261,-0.03189,0.04337,-0.01172,0.00111,0.22431,31.94469,1.32206,-0.32927,0.11552,-0.09987,0.05085,-0.01217,0.00112,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,High,,,High
159,2023-01-17,17:28:49.04,4,1,"Arias, Fernando",,Right,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,8,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.38249,-0.171827,-0.908682,2014.788624,210.468557,1:00,6.10971,0.77345,5.29092,-13.89989,21.35304,11.853,4.79003,0.90791,81.7375,-2.847146,1.194502,0.427335,,,,,,,,,,,,-6.11941,11.02075,-0.69934,50,6.0843,1.50896,-131.02605,-0.78527,-10.55732,29.64739,-13.16081,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,eec32b30-96ad-11ed-a773-df94705731b4,88.2034,,,8.64499,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:28:49.04,2023-01-17T17:28:49.0417832-04:00,2023-01-17T21:28:49.0417832Z,,v3,,,,", ccc",,Undefined,WOR_PR1,55.20272,-132.19803,14.82369,6.10506,-0.26502,-6.5804,-0.76724,1.9263,-5.27866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
160,2023-01-17,17:29:07.29,4,2,"Arias, Fernando",,Right,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,8,Top,2,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.43136,-3.428171,-3.683031,1991.599544,227.190351,1:30,6.02476,0.97876,5.66865,-19.7582,16.04229,15.92635,1.1715,-1.13271,81.00977,-7.146758,-0.841892,0.430642,,,,,,,,,,,,-9.11189,9.54741,-0.67714,50,5.72212,7.59989,-129.2522,-8.38194,-15.26509,29.37449,-16.17931,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,f993b930-96ad-11ed-a773-df94705731b4,87.52624,,,8.42159,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:29:07.29,2023-01-17T17:29:07.2994984-04:00,2023-01-17T21:29:07.2994984Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.82616,-130.3444,14.68724,6.0226,-7.78036,-8.08966,-0.97027,8.16748,-7.63255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
161,2023-01-17,17:29:28.69,4,3,"Arias, Fernando",,Right,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,8,Top,2,2,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.4423,2.186982,1.572663,2299.82249,58.259402,8:00,5.92961,0.79777,5.57862,-51.83231,-2.88784,-7.39993,3.65452,1.65024,69.34544,-7.327575,0.252005,0.503528,,,,,,,,,,,,4.18725,-1.53599,-0.92828,50,6.08461,-2.75211,-110.79207,2.5286,5.14571,21.88425,-34.06161,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,06614fb0-96ae-11ed-a773-df94705731b4,74.85676,,,7.09686,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:29:28.69,2023-01-17T17:29:28.6985896-04:00,2023-01-17T21:29:28.6985896Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.91788,-111.75926,10.94212,5.93959,4.03397,-17.0308,-0.80163,-2.97953,2.57285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
162,2023-01-17,17:29:49.94,4,4,"Arias, Fernando",,Right,WOR_PR1,"Perez, Wilman",,Right,WOR_PR1,Undefined,8,Top,2,3,0,Curveball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,89.45672,-3.46399,-1.190629,2073.119446,226.626005,1:30,6.06451,0.8709,5.55688,-18.79332,16.86784,16.56273,1.25729,1.13855,81.48774,-6.986998,1.76526,0.429803,,,,,,,,,,,,-8.64693,9.89205,-0.77885,50,5.75269,1.94236,-129.56572,-8.44384,-14.61602,28.49494,-15.45343,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,12fc6480-96ae-11ed-a773-df94705731b4,87.69708,,,7.96898,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:29:49.94,2023-01-17T17:29:49.9471016-04:00,2023-01-17T21:29:49.9471016Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.93897,-130.64742,14.24747,6.0621,-7.85721,-7.72672,-0.86311,2.4972,-7.30801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
163,2023-01-17,17:32:56.40,1,1,"Munoz, Luimi",,Right,WOR_PR1,"Soriano, Adrian",,Right,WOR_PR1,Undefined,9,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.82604,-1.162733,0.398999,2371.11841,209.600498,1:00,6.01951,0.70351,6.21803,-13.63981,19.33477,10.34536,3.80974,1.93382,83.2072,-3.815795,2.266802,0.413296,,,,,,,,,,,,-5.17764,10.65816,-0.73797,50,5.92529,-1.37686,-133.32064,-3.03647,-9.23542,31.06051,-13.16292,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,822126c0-96ae-11ed-a773-df94705731b4,91.19966,,,8.61884,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:32:56.40,2023-01-17T17:32:56.4043432-04:00,2023-01-17T21:32:56.4043432Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.27664,-134.31329,15.53026,6.01561,-2.61579,-6.58146,-0.69868,-1.08171,-4.61771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
164,2023-01-17,17:33:16.85,1,2,"Munoz, Luimi",,Right,WOR_PR1,"Soriano, Adrian",,Right,WOR_PR1,Undefined,9,Top,0,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.25422,-2.123329,-0.689383,2324.692697,197.415827,12:30,5.9044,0.75396,6.65431,-10.82445,22.22415,6.59489,3.05815,0.67261,82.21435,-4.297301,0.511317,0.413759,,,,,,,,,,,,-3.67055,12.70012,-0.70983,50,5.75647,1.32815,-132.45774,-5.08744,-6.41932,32.41593,-9.96322,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,8e5897c0-96ae-11ed-a773-df94705731b4,91.0975,,,9.03987,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:33:16.85,2023-01-17T17:33:16.8578728-04:00,2023-01-17T21:33:16.8578728Z,,v3,,,,", ccc",,Undefined,WOR_PR1,53.84049,-133.3943,16.20796,5.8993,-4.79958,-4.98161,-0.75089,1.51362,-3.20966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
165,2023-01-17,17:33:34.51,1,3,"Munoz, Luimi",,Right,WOR_PR1,"Soriano, Adrian",,Right,WOR_PR1,Undefined,9,Top,0,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.40962,-1.744666,-0.179799,2226.978632,192.999055,12:30,6.01773,0.4677,6.57522,-10.05504,22.236,4.86508,3.58025,0.70833,83.26699,-3.772183,0.70466,0.40899,,,,,,,,,,,,-2.58839,12.52095,-0.45708,50,5.89301,0.21911,-134.15393,-4.24187,-4.64729,33.03034,-9.69345,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,98e4c9c0-96ae-11ed-a773-df94705731b4,92.15984,,,9.14263,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:33:34.51,2023-01-17T17:33:34.5123496-04:00,2023-01-17T21:33:34.5123496Z,,v3,,,,", ccc",,Undefined,WOR_PR1,53.91919,-135.11544,16.51517,6.01238,-3.9597,-4.84672,-0.46542,0.3544,-2.32365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
166,2023-01-17,17:33:54.10,1,4,"Munoz, Luimi",,Right,WOR_PR1,"Soriano, Adrian",,Right,WOR_PR1,Undefined,9,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.82297,-4.31963,-0.837631,2355.11332,209.07271,1:00,5.93658,0.62169,6.57214,-11.69477,21.06072,11.05686,0.99472,0.77527,83.19342,-6.621146,1.172648,0.411921,,,,,,,,,,,,-6.0354,12.72768,-0.56821,50,5.63393,1.49721,-133.03988,-10.28038,-10.69209,31.61995,-9.62615,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,a48a33f0-96ae-11ed-a773-df94705731b4,91.50412,,,8.62955,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:33:54.10,2023-01-17T17:33:54.1084328-04:00,2023-01-17T21:33:54.1084328Z,,v3,,,,", ccc",,Undefined,WOR_PR1,53.9239,-133.96923,15.80997,5.93193,-9.99746,-4.81307,-0.61684,1.81147,-5.34605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
167,2023-01-17,17:34:18.92,1,5,"Munoz, Luimi",,Right,WOR_PR1,"Soriano, Adrian",,Right,WOR_PR1,Undefined,9,Top,0,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.53338,1.847999,3.192764,2601.962333,9.210503,6:15,5.76428,0.58319,6.25992,-72.72122,-19.2508,-3.43465,1.41136,3.2439,65.98471,-11.526591,2.570926,0.526294,,,,,,,,,,,,2.92599,-10.43953,-0.81829,50,5.86527,-5.76119,-105.21989,1.36732,3.20276,21.78404,-43.60113,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,b35d8580-96ae-11ed-a773-df94705731b4,71.61863,,,6.54867,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:34:18.92,2023-01-17T17:34:18.9277864-04:00,2023-01-17T21:34:18.9277864Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.24368,-106.09483,10.89202,5.77518,3.11854,-21.80057,-0.58431,-5.88983,1.60138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
168,2023-01-17,17:34:46.85,1,6,"Munoz, Luimi",,Right,WOR_PR1,"Soriano, Adrian",,Right,WOR_PR1,Undefined,9,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,91.59987,-4.40644,-1.027371,2221.912551,194.857214,12:30,5.94462,0.62688,6.48937,-10.35442,22.79832,5.72142,1.02781,0.16039,82.64638,-6.474572,0.010904,0.414411,,,,,,,,,,,,-3.31756,13.69922,-0.55712,50,5.63007,2.14536,-132.62682,-10.39935,-5.81835,32.42926,-8.14825,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,c3fbac00-96ae-11ed-a773-df94705731b4,90.95428,,,8.9535,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:34:46.85,2023-01-17T17:34:46.8505768-04:00,2023-01-17T21:34:46.8505768Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.00628,-133.60282,16.21463,5.93936,-10.15411,-4.07413,-0.62432,2.32047,-2.90918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
169,2023-01-17,17:35:17.33,2,1,"Munoz, Luimi",,Right,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,9,Top,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,69.86099,4.60268,2.224188,2507.806914,17.131479,6:30,5.92205,0.43584,6.56073,-73.43559,-16.46131,-5.70201,4.03443,2.00083,63.1628,-9.047586,1.188859,0.543264,,,,,,,,,,,,3.69858,-9.39134,-0.58703,50,6.21117,-3.74934,-101.2047,6.19593,3.76335,19.43324,-41.72985,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,d64e6050-96ae-11ed-a773-df94705731b4,69.38146,,,6.69818,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:35:17.33,2023-01-17T17:35:17.3393064-04:00,2023-01-17T21:35:17.3393064Z,,v3,,,,", ccc",,Undefined,WOR_PR1,53.94112,-101.95866,9.71662,5.93937,7.81495,-20.86493,-0.43874,-3.89535,1.88168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
170,2023-01-17,17:35:37.83,2,2,"Munoz, Luimi",,Right,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,9,Top,0,1,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,73.32354,2.364742,1.358591,2655.379194,33.323312,7:00,5.74939,0.88301,6.38365,-67.30693,-15.16583,-11.24989,2.31762,1.1955,66.22522,-10.110531,-0.684413,0.51971,,,,,,,,,,,,6.29536,-8.04489,-0.97615,50,5.89048,-2.14165,-106.40846,2.45992,7.03194,22.64278,-41.16024,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,e2766800-96ae-11ed-a773-df94705731b4,72.52584,,,7.09832,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:35:37.83,2023-01-17T17:35:37.8383016-04:00,2023-01-17T21:35:37.8383016Z,,v3,,,,", ccc",,Undefined,WOR_PR1,54.11673,-107.28089,11.32139,5.76514,4.04583,-20.58012,-0.88842,-2.41259,3.51597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
171,2023-01-17,17:35:56.52,2,3,"Munoz, Luimi",,Right,WOR_PR1,"Guillen, Steven",,Left,WOR_PR1,Undefined,9,Top,0,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.18101,-3.497741,-2.398702,2319.489213,202.529616,12:45,5.81591,0.41294,7.03874,-13.62808,19.6008,7.65351,1.49595,-1.12965,81.93861,-6.175944,-0.996257,0.414887,,,,,,,,,,,,-4.80815,11.87591,-0.26962,50,5.59858,5.20024,-130.82865,-8.26633,-8.26017,29.86573,-11.77175,WOR_PR1,WOR_PR1,DRRangers2,TeamExclusive,Team,20230117-DRRangers2-Private-1,ed88e100-96ae-11ed-a773-df94705731b4,90.84998,,,8.24241,,,,,,,e7693d0c-839b-48c7-a917-db66df881d6b,2023-01-17,21:35:56.52,2023-01-17T17:35:56.5296296-04:00,2023-01-17T21:35:56.5296296Z,,v3,,,,", ccc",,Undefined,WOR_PR1,53.45801,-131.61568,14.93287,5.81233,-7.95612,-5.88587,-0.40952,5.41791,-4.13009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
